system:index,WARD_NAME,WARD_NO,date,mean
31_00000000000000000063,Garudachar Playa,82,01-10-2015,139.8067611
31_00000000000000000064,Kadugodi,83,01-10-2015,158.0568085
31_00000000000000000065,Hagadur,84,01-10-2015,157.8990492
31_00000000000000000066,Dodda Nekkundi,85,01-10-2015,141.268426
31_00000000000000000067,HSR Layout,174,01-10-2015,155.9814681
31_00000000000000000068,Bommanahalli,175,01-10-2015,136.586344
31_00000000000000000069,Jaraganahalli,186,01-10-2015,142.8538058
31_0000000000000000006a,Puttenahalli,187,01-10-2015,138.0942244
31_0000000000000000006b,Bilekhalli,188,01-10-2015,138.1036986
31_0000000000000000006c,Hongasandra,189,01-10-2015,129.3890523
31_0000000000000000006d,Mangammanapalya,190,01-10-2015,133.6069824
31_0000000000000000006e,Singasandra,191,01-10-2015,143.9096989
31_0000000000000000006f,Arakere,193,01-10-2015,144.5900342
31_00000000000000000070,Uttarahalli,184,01-10-2015,160.0385613
31_00000000000000000072,Begur,192,01-10-2015,153.0563671
31_00000000000000000073,Gottigere,194,01-10-2015,157.0879304
31_00000000000000000074,Konankunte,195,01-10-2015,140.3668027
31_00000000000000000075,Anjanapura,196,01-10-2015,171.2400748
31_00000000000000000076,Kempegowda Ward,1,01-10-2015,149.0520614
31_00000000000000000077,K R Puram,52,01-10-2015,140.4370168
31_00000000000000000078,Jnana Bharathi ward,129,01-10-2015,157.0215366
31_0000000000000000007c,Vasanthpura,197,01-10-2015,148.9433477
31_0000000000000000007d,J P Nagar,177,01-10-2015,135.8029429
31_0000000000000000007f,Ramamurthy Nagar,26,01-10-2015,142.9916615
31_00000000000000000080,Horamavu,25,01-10-2015,150.9051131
31_00000000000000000081,Marathahalli,86,01-10-2015,140.6313273
31_00000000000000000082,Hemmigepura,198,01-10-2015,170.248838
31_00000000000000000083,Chowdeswari Ward,2,01-10-2015,159.1105144
31_00000000000000000084,Atturu,3,01-10-2015,158.0881142
31_00000000000000000085,Yelahanka Satellite Town,4,01-10-2015,150.8593856
31_00000000000000000087,Basavanapura,53,01-10-2015,142.7286542
31_00000000000000000088,Hudi,54,01-10-2015,153.7905424
31_00000000000000000089,Devasandra,55,01-10-2015,146.8018911
31_0000000000000000008a,A Narayanapura,56,01-10-2015,134.1387654
31_0000000000000000008b,Vijnana Nagar,81,01-10-2015,144.4723147
31_0000000000000000008c,HAL Airport,87,01-10-2015,155.1361172
31_0000000000000000008d,Dodda Bommasandra,10,01-10-2015,161.402103
31_0000000000000000008e,Kuvempu Nagar,11,01-10-2015,170.0499354
31_0000000000000000008f,Jakkuru,5,01-10-2015,148.9640117
31_00000000000000000090,Thanisandra,6,01-10-2015,142.8434664
31_00000000000000000091,Byatarayanapura,7,01-10-2015,146.1937956
31_00000000000000000092,Kodigehalli,8,01-10-2015,152.3701544
31_00000000000000000093,Vidyaranyapura,9,01-10-2015,155.9973436
31_00000000000000000094,Ullalu,130,01-10-2015,158.527582
31_00000000000000000095,Kengeri,159,01-10-2015,152.6731024
31_00000000000000000096,Dodda Bidarakallu,40,01-10-2015,152.4768538
31_00000000000000000097,Herohalli,72,01-10-2015,155.7928381
31_00000000000000000098,Jalahalli,16,01-10-2015,167.2982769
31_00000000000000000099,Rajarajeshwari Nagar,160,01-10-2015,150.1677979
31_0000000000000000009a,J P Park,17,01-10-2015,142.9595255
31_0000000000000000009c,HMT Ward,38,01-10-2015,138.7132236
31_0000000000000000009e,Laggere,69,01-10-2015,125.1040222
31_0000000000000000009f,Kottegepalya,73,01-10-2015,139.0036564
31_000000000000000000a0,Shettihalli,12,01-10-2015,160.0470491
31_000000000000000000a1,Mallasandra,13,01-10-2015,151.4601347
31_000000000000000000a2,Bagalakunte,14,01-10-2015,141.9296091
31_000000000000000000a3,T Dasarahalli,15,01-10-2015,132
31_000000000000000000a4,Chokkasandra,39,01-10-2015,144.3070095
31_000000000000000000a5,Peenya Industrial Area,41,01-10-2015,153.7039049
31_000000000000000000a6,Rajagopal Nagar,70,01-10-2015,128.7513545
31_000000000000000000a7,Hegganahalli,71,01-10-2015,127.7085983
31_000000000000000000a8,Vrisabhavathi Nagar,102,01-10-2015,142
31_000000000000000000af,Aramane Nagara,35,01-10-2015,175.5707782
31_000000000000000000b2,Rajamahal Guttahalli,64,01-10-2015,144.7787333
31_000000000000000000b6,Radhakrishna Temple Ward,18,01-10-2015,160.6290065
31_000000000000000000b7,Sanjaya Nagar,19,01-10-2015,153.7122441
31_000000000000000000b8,Ganga Nagar,20,01-10-2015,149.8888889
32_00000000000000000000,HBR Layout,24,01-01-2016,54.95991004
32_00000000000000000006,Maruthi Seva Nagar,59,01-01-2016,68.98581728
32_00000000000000000007,Konena Agrahara,113,01-01-2016,64.83109903
32_00000000000000000008,Benniganahalli,50,01-01-2016,67.65340665
32_00000000000000000009,C V Raman Nagar,57,01-01-2016,71.30775664
32_0000000000000000000a,New Tippasandara,58,01-01-2016,64.80345845
32_0000000000000000000b,Sarvagna Nagar,79,01-01-2016,69.70343816
32_0000000000000000000c,Hoysala Nagar,80,01-01-2016,71.03996533
32_0000000000000000000d,Jeevanbhima Nagar,88,01-01-2016,45.33848347
32_00000000000000000016,Domlur,112,01-01-2016,47.64002973
32_00000000000000000017,Agaram,114,01-01-2016,94.19820609
32_00000000000000000018,Vannarpet,115,01-01-2016,62.5679778
32_0000000000000000002a,Kaveripura,103,01-01-2016,50.34271571
32_00000000000000000030,Mudalapalya,127,01-01-2016,46.68516401
32_00000000000000000031,Nagarabhavi,128,01-01-2016,72.65864667
32_00000000000000000032,Nayandahalli,131,01-01-2016,59.45459355
32_0000000000000000003a,Deepanjali Nagar,158,01-01-2016,48.75
32_0000000000000000004f,Hosakerehalli,161,01-01-2016,40.09090909
32_00000000000000000058,Ejipura,148,01-01-2016,53.05284529
32_00000000000000000059,Koramangala,151,01-01-2016,58.78674304
32_0000000000000000005b,Sarakki,178,01-01-2016,53.15752949
32_0000000000000000005c,Jakkasandra,173,01-01-2016,52.37105577
32_0000000000000000005d,BTM Layout,176,01-01-2016,41.38560466
32_00000000000000000061,Varthuru,149,01-01-2016,78.61866647
32_00000000000000000062,Bellanduru,150,01-01-2016,56.31755222
32_00000000000000000063,Garudachar Playa,82,01-01-2016,53.17021859
32_00000000000000000064,Kadugodi,83,01-01-2016,65.67931524
32_00000000000000000065,Hagadur,84,01-01-2016,80.06932226
32_00000000000000000066,Dodda Nekkundi,85,01-01-2016,53.68475819
32_00000000000000000067,HSR Layout,174,01-01-2016,58.09960554
32_00000000000000000068,Bommanahalli,175,01-01-2016,40.59818001
32_00000000000000000069,Jaraganahalli,186,01-01-2016,56.16233425
32_0000000000000000006a,Puttenahalli,187,01-01-2016,42.91724914
32_0000000000000000006b,Bilekhalli,188,01-01-2016,43.29608582
32_0000000000000000006c,Hongasandra,189,01-01-2016,35.66923748
32_0000000000000000006d,Mangammanapalya,190,01-01-2016,44.63945833
32_0000000000000000006e,Singasandra,191,01-01-2016,50.33485506
32_0000000000000000006f,Arakere,193,01-01-2016,47.1993099
32_00000000000000000070,Uttarahalli,184,01-01-2016,59.61468999
32_00000000000000000072,Begur,192,01-01-2016,50.93176891
32_00000000000000000073,Gottigere,194,01-01-2016,52.13919386
32_00000000000000000074,Konankunte,195,01-01-2016,43.51212839
32_00000000000000000075,Anjanapura,196,01-01-2016,55.76359375
32_00000000000000000076,Kempegowda Ward,1,01-01-2016,55.95652067
32_00000000000000000077,K R Puram,52,01-01-2016,49.14236875
32_00000000000000000078,Jnana Bharathi ward,129,01-01-2016,65.23879725
32_0000000000000000007c,Vasanthpura,197,01-01-2016,55.04053668
32_0000000000000000007d,J P Nagar,177,01-01-2016,37.10955971
32_0000000000000000007f,Ramamurthy Nagar,26,01-01-2016,52.70841969
32_00000000000000000080,Horamavu,25,01-01-2016,54.7477382
32_00000000000000000081,Marathahalli,86,01-01-2016,49.90064804
32_00000000000000000082,Hemmigepura,198,01-01-2016,65.48426186
32_00000000000000000083,Chowdeswari Ward,2,01-01-2016,62.70522413
32_00000000000000000084,Atturu,3,01-01-2016,57.96209834
32_00000000000000000085,Yelahanka Satellite Town,4,01-01-2016,56.01000672
32_00000000000000000087,Basavanapura,53,01-01-2016,55.91266983
32_00000000000000000088,Hudi,54,01-01-2016,56.1909448
32_00000000000000000089,Devasandra,55,01-01-2016,63.33850364
32_0000000000000000008a,A Narayanapura,56,01-01-2016,49.70219352
32_0000000000000000008b,Vijnana Nagar,81,01-01-2016,54.93287287
32_0000000000000000008c,HAL Airport,87,01-01-2016,66.05039214
32_0000000000000000008d,Dodda Bommasandra,10,01-01-2016,72.05870994
32_0000000000000000008e,Kuvempu Nagar,11,01-01-2016,64.96851648
32_0000000000000000008f,Jakkuru,5,01-01-2016,54.84082065
32_00000000000000000090,Thanisandra,6,01-01-2016,50.21710967
32_00000000000000000091,Byatarayanapura,7,01-01-2016,53.69060417
32_00000000000000000092,Kodigehalli,8,01-01-2016,57.09010974
32_00000000000000000093,Vidyaranyapura,9,01-01-2016,58.72241527
32_00000000000000000094,Ullalu,130,01-01-2016,61.24893233
32_00000000000000000095,Kengeri,159,01-01-2016,54.94867455
32_00000000000000000096,Dodda Bidarakallu,40,01-01-2016,55.37680737
32_00000000000000000097,Herohalli,72,01-01-2016,58.17633896
32_00000000000000000098,Jalahalli,16,01-01-2016,76.4078316
32_00000000000000000099,Rajarajeshwari Nagar,160,01-01-2016,55.67971477
32_0000000000000000009a,J P Park,17,01-01-2016,59.1221661
32_0000000000000000009c,HMT Ward,38,01-01-2016,57.21673194
32_0000000000000000009e,Laggere,69,01-01-2016,46.62977815
32_0000000000000000009f,Kottegepalya,73,01-01-2016,52.58895267
32_000000000000000000a0,Shettihalli,12,01-01-2016,57.91066922
32_000000000000000000a1,Mallasandra,13,01-01-2016,55.37767108
32_000000000000000000a2,Bagalakunte,14,01-01-2016,48.63971498
32_000000000000000000a3,T Dasarahalli,15,01-01-2016,41
32_000000000000000000a4,Chokkasandra,39,01-01-2016,55.60245553
32_000000000000000000a5,Peenya Industrial Area,41,01-01-2016,56.78925242
32_000000000000000000a6,Rajagopal Nagar,70,01-01-2016,47.7666133
32_000000000000000000a7,Hegganahalli,71,01-01-2016,46.75797605
32_000000000000000000a8,Vrisabhavathi Nagar,102,01-01-2016,50.33333333
32_000000000000000000af,Aramane Nagara,35,01-01-2016,90.0837091
32_000000000000000000b2,Rajamahal Guttahalli,64,01-01-2016,67.13189224
32_000000000000000000b6,Radhakrishna Temple Ward,18,01-01-2016,68.64826076
32_000000000000000000b7,Sanjaya Nagar,19,01-01-2016,63.76656617
32_000000000000000000b8,Ganga Nagar,20,01-01-2016,60.58333333
33_00000000000000000000,HBR Layout,24,01-04-2016,33.70949383
33_00000000000000000006,Maruthi Seva Nagar,59,01-04-2016,62.2928215
33_00000000000000000007,Konena Agrahara,113,01-04-2016,62.62846155
33_00000000000000000008,Benniganahalli,50,01-04-2016,64.82686293
33_00000000000000000009,C V Raman Nagar,57,01-04-2016,70.74913905
33_0000000000000000000a,New Tippasandara,58,01-04-2016,54.4884851
33_0000000000000000000b,Sarvagna Nagar,79,01-04-2016,65.85229366
33_0000000000000000000c,Hoysala Nagar,80,01-04-2016,62.09350969
33_0000000000000000000d,Jeevanbhima Nagar,88,01-04-2016,41.45009801
33_00000000000000000016,Domlur,112,01-04-2016,39.35523834
33_00000000000000000017,Agaram,114,01-04-2016,80.32559206
33_00000000000000000018,Vannarpet,115,01-04-2016,50.81280979
33_0000000000000000002a,Kaveripura,103,01-04-2016,27.95250992
33_00000000000000000030,Mudalapalya,127,01-04-2016,23.92944551
33_00000000000000000031,Nagarabhavi,128,01-04-2016,54.76338574
33_00000000000000000032,Nayandahalli,131,01-04-2016,41.52770367
33_0000000000000000003a,Deepanjali Nagar,158,01-04-2016,23.83333333
33_0000000000000000004f,Hosakerehalli,161,01-04-2016,27.42857143
33_00000000000000000058,Ejipura,148,01-04-2016,36.61469855
33_00000000000000000059,Koramangala,151,01-04-2016,50.886816
33_0000000000000000005b,Sarakki,178,01-04-2016,35.6998606
33_0000000000000000005c,Jakkasandra,173,01-04-2016,44.84737953
33_0000000000000000005d,BTM Layout,176,01-04-2016,29.64152927
33_00000000000000000061,Varthuru,149,01-04-2016,69.02857095
33_00000000000000000062,Bellanduru,150,01-04-2016,48.71959858
33_00000000000000000063,Garudachar Playa,82,01-04-2016,39.90311498
33_00000000000000000064,Kadugodi,83,01-04-2016,65.83673698
33_00000000000000000065,Hagadur,84,01-04-2016,69.89971079
33_00000000000000000066,Dodda Nekkundi,85,01-04-2016,38.23824178
33_00000000000000000067,HSR Layout,174,01-04-2016,50.52641906
33_00000000000000000068,Bommanahalli,175,01-04-2016,32.87732849
33_00000000000000000069,Jaraganahalli,186,01-04-2016,52.07751174
33_0000000000000000006a,Puttenahalli,187,01-04-2016,34.32935857
33_0000000000000000006b,Bilekhalli,188,01-04-2016,38.22216299
33_0000000000000000006c,Hongasandra,189,01-04-2016,21.37530951
33_0000000000000000006d,Mangammanapalya,190,01-04-2016,27.23455576
33_0000000000000000006e,Singasandra,191,01-04-2016,32.36979502
33_0000000000000000006f,Arakere,193,01-04-2016,38.54974048
33_00000000000000000070,Uttarahalli,184,01-04-2016,45.79181232
33_00000000000000000072,Begur,192,01-04-2016,39.29241803
33_00000000000000000073,Gottigere,194,01-04-2016,43.45146627
33_00000000000000000074,Konankunte,195,01-04-2016,35.82402693
33_00000000000000000075,Anjanapura,196,01-04-2016,48.10120951
33_00000000000000000076,Kempegowda Ward,1,01-04-2016,41.00742924
33_00000000000000000077,K R Puram,52,01-04-2016,39.34658653
33_00000000000000000078,Jnana Bharathi ward,129,01-04-2016,47.56076069
33_0000000000000000007c,Vasanthpura,197,01-04-2016,41.97278832
33_0000000000000000007d,J P Nagar,177,01-04-2016,29.18648544
33_0000000000000000007f,Ramamurthy Nagar,26,01-04-2016,35.68863019
33_00000000000000000080,Horamavu,25,01-04-2016,39.27500048
33_00000000000000000081,Marathahalli,86,01-04-2016,38.77915433
33_00000000000000000082,Hemmigepura,198,01-04-2016,48.57118208
33_00000000000000000083,Chowdeswari Ward,2,01-04-2016,46.80177874
33_00000000000000000084,Atturu,3,01-04-2016,38.30080879
33_00000000000000000085,Yelahanka Satellite Town,4,01-04-2016,46.66289845
33_00000000000000000087,Basavanapura,53,01-04-2016,41.01518462
33_00000000000000000088,Hudi,54,01-04-2016,45.83726804
33_00000000000000000089,Devasandra,55,01-04-2016,51.54609348
33_0000000000000000008a,A Narayanapura,56,01-04-2016,37.53591342
33_0000000000000000008b,Vijnana Nagar,81,01-04-2016,40.87652808
33_0000000000000000008c,HAL Airport,87,01-04-2016,57.49867919
33_0000000000000000008d,Dodda Bommasandra,10,01-04-2016,63.20594545
33_0000000000000000008e,Kuvempu Nagar,11,01-04-2016,54.86545327
33_0000000000000000008f,Jakkuru,5,01-04-2016,37.45486062
33_00000000000000000090,Thanisandra,6,01-04-2016,32.88284043
33_00000000000000000091,Byatarayanapura,7,01-04-2016,40.88729096
33_00000000000000000092,Kodigehalli,8,01-04-2016,44.37685649
33_00000000000000000093,Vidyaranyapura,9,01-04-2016,45.30901584
33_00000000000000000094,Ullalu,130,01-04-2016,43.03519881
33_00000000000000000095,Kengeri,159,01-04-2016,38.8938116
33_00000000000000000096,Dodda Bidarakallu,40,01-04-2016,35.39339227
33_00000000000000000097,Herohalli,72,01-04-2016,37.57562664
33_00000000000000000098,Jalahalli,16,01-04-2016,64.93681149
33_00000000000000000099,Rajarajeshwari Nagar,160,01-04-2016,41.34802698
33_0000000000000000009a,J P Park,17,01-04-2016,43.51792875
33_0000000000000000009c,HMT Ward,38,01-04-2016,36.32510203
33_0000000000000000009e,Laggere,69,01-04-2016,22.64296387
33_0000000000000000009f,Kottegepalya,73,01-04-2016,30.33638995
33_000000000000000000a0,Shettihalli,12,01-04-2016,45.49505721
33_000000000000000000a1,Mallasandra,13,01-04-2016,43.55611031
33_000000000000000000a2,Bagalakunte,14,01-04-2016,38.17063263
33_000000000000000000a3,T Dasarahalli,15,01-04-2016,29.57142857
33_000000000000000000a4,Chokkasandra,39,01-04-2016,39.76724363
33_000000000000000000a5,Peenya Industrial Area,41,01-04-2016,35.69153349
33_000000000000000000a6,Rajagopal Nagar,70,01-04-2016,23.25827315
33_000000000000000000a7,Hegganahalli,71,01-04-2016,15.13665638
33_000000000000000000a8,Vrisabhavathi Nagar,102,01-04-2016,32.16666667
33_000000000000000000af,Aramane Nagara,35,01-04-2016,94.19924989
33_000000000000000000b2,Rajamahal Guttahalli,64,01-04-2016,75.04068659
33_000000000000000000b6,Radhakrishna Temple Ward,18,01-04-2016,68.36377028
33_000000000000000000b7,Sanjaya Nagar,19,01-04-2016,45.10771454
33_000000000000000000b8,Ganga Nagar,20,01-04-2016,42.28571429
34_00000000000000000000,HBR Layout,24,01-07-2016,158.5492459
34_00000000000000000006,Maruthi Seva Nagar,59,01-07-2016,184.7083584
34_00000000000000000007,Konena Agrahara,113,01-07-2016,174.9776078
34_00000000000000000008,Benniganahalli,50,01-07-2016,183.8306239
34_00000000000000000009,C V Raman Nagar,57,01-07-2016,174.783382
34_0000000000000000000a,New Tippasandara,58,01-07-2016,172.2600123
34_0000000000000000000b,Sarvagna Nagar,79,01-07-2016,176.2880934
34_0000000000000000000c,Hoysala Nagar,80,01-07-2016,170.8475568
34_0000000000000000000d,Jeevanbhima Nagar,88,01-07-2016,173.9019268
34_00000000000000000016,Domlur,112,01-07-2016,175.0799985
34_00000000000000000017,Agaram,114,01-07-2016,192.7340547
34_00000000000000000018,Vannarpet,115,01-07-2016,174.4504938
34_0000000000000000002a,Kaveripura,103,01-07-2016,180.7529372
34_00000000000000000030,Mudalapalya,127,01-07-2016,185.8358761
34_00000000000000000031,Nagarabhavi,128,01-07-2016,195.0156042
34_00000000000000000032,Nayandahalli,131,01-07-2016,184.0232248
34_0000000000000000003a,Deepanjali Nagar,158,01-07-2016,182
34_0000000000000000004f,Hosakerehalli,161,01-07-2016,176.6666667
34_00000000000000000058,Ejipura,148,01-07-2016,156.1247308
34_00000000000000000059,Koramangala,151,01-07-2016,169.5519128
34_0000000000000000005b,Sarakki,178,01-07-2016,174.0586238
34_0000000000000000005c,Jakkasandra,173,01-07-2016,176.0682592
34_0000000000000000005d,BTM Layout,176,01-07-2016,181.1576342
34_00000000000000000061,Varthuru,149,01-07-2016,184.5741518
34_00000000000000000062,Bellanduru,150,01-07-2016,189.8292774
34_00000000000000000063,Garudachar Playa,82,01-07-2016,166.4246721
34_00000000000000000064,Kadugodi,83,01-07-2016,169.9229315
34_00000000000000000065,Hagadur,84,01-07-2016,177.2000607
34_00000000000000000066,Dodda Nekkundi,85,01-07-2016,180.0046811
34_00000000000000000067,HSR Layout,174,01-07-2016,189.0637832
34_00000000000000000068,Bommanahalli,175,01-07-2016,180.1713379
34_00000000000000000069,Jaraganahalli,186,01-07-2016,172.7100072
34_0000000000000000006a,Puttenahalli,187,01-07-2016,171.800768
34_0000000000000000006b,Bilekhalli,188,01-07-2016,174.3360446
34_0000000000000000006c,Hongasandra,189,01-07-2016,192.0754594
34_0000000000000000006d,Mangammanapalya,190,01-07-2016,172.6521717
34_0000000000000000006e,Singasandra,191,01-07-2016,176.8352414
34_0000000000000000006f,Arakere,193,01-07-2016,167.9782719
34_00000000000000000070,Uttarahalli,184,01-07-2016,178.0275679
34_00000000000000000072,Begur,192,01-07-2016,180.630531
34_00000000000000000073,Gottigere,194,01-07-2016,177.2191966
34_00000000000000000074,Konankunte,195,01-07-2016,175.1970428
34_00000000000000000075,Anjanapura,196,01-07-2016,199.8291404
34_00000000000000000076,Kempegowda Ward,1,01-07-2016,211.558997
34_00000000000000000077,K R Puram,52,01-07-2016,175.3119213
34_00000000000000000078,Jnana Bharathi ward,129,01-07-2016,196.5620085
34_0000000000000000007c,Vasanthpura,197,01-07-2016,174.6287233
34_0000000000000000007d,J P Nagar,177,01-07-2016,170.6666667
34_0000000000000000007f,Ramamurthy Nagar,26,01-07-2016,185.5661919
34_00000000000000000080,Horamavu,25,01-07-2016,180.7639606
34_00000000000000000081,Marathahalli,86,01-07-2016,179.5364101
34_00000000000000000082,Hemmigepura,198,01-07-2016,200.7017403
34_00000000000000000083,Chowdeswari Ward,2,01-07-2016,211.6008131
34_00000000000000000084,Atturu,3,01-07-2016,233.2485239
34_00000000000000000085,Yelahanka Satellite Town,4,01-07-2016,180.0998756
34_00000000000000000087,Basavanapura,53,01-07-2016,169.8230478
34_00000000000000000088,Hudi,54,01-07-2016,180.0396169
34_00000000000000000089,Devasandra,55,01-07-2016,175.2859111
34_0000000000000000008a,A Narayanapura,56,01-07-2016,169.8072735
34_0000000000000000008b,Vijnana Nagar,81,01-07-2016,176.9327494
34_0000000000000000008c,HAL Airport,87,01-07-2016,181.0585826
34_0000000000000000008d,Dodda Bommasandra,10,01-07-2016,207.8720371
34_0000000000000000008e,Kuvempu Nagar,11,01-07-2016,232.8468193
34_0000000000000000008f,Jakkuru,5,01-07-2016,202.5451082
34_00000000000000000090,Thanisandra,6,01-07-2016,187.7236991
34_00000000000000000091,Byatarayanapura,7,01-07-2016,193.4611622
34_00000000000000000092,Kodigehalli,8,01-07-2016,169.2459151
34_00000000000000000093,Vidyaranyapura,9,01-07-2016,197.7989687
34_00000000000000000094,Ullalu,130,01-07-2016,196.3013811
34_00000000000000000095,Kengeri,159,01-07-2016,217.4846398
34_00000000000000000096,Dodda Bidarakallu,40,01-07-2016,218.0677586
34_00000000000000000097,Herohalli,72,01-07-2016,200.3893243
34_00000000000000000098,Jalahalli,16,01-07-2016,236.9151323
34_00000000000000000099,Rajarajeshwari Nagar,160,01-07-2016,179.8053187
34_0000000000000000009a,J P Park,17,01-07-2016,189.58962
34_0000000000000000009c,HMT Ward,38,01-07-2016,188.5
34_0000000000000000009e,Laggere,69,01-07-2016,188.4269296
34_0000000000000000009f,Kottegepalya,73,01-07-2016,178.7936433
34_000000000000000000a0,Shettihalli,12,01-07-2016,223.8241408
34_000000000000000000a1,Mallasandra,13,01-07-2016,194.4465166
34_000000000000000000a2,Bagalakunte,14,01-07-2016,222.8927481
34_000000000000000000a3,T Dasarahalli,15,01-07-2016,222
34_000000000000000000a4,Chokkasandra,39,01-07-2016,224.5821536
34_000000000000000000a5,Peenya Industrial Area,41,01-07-2016,187.5899885
34_000000000000000000a6,Rajagopal Nagar,70,01-07-2016,204.2855808
34_000000000000000000a7,Hegganahalli,71,01-07-2016,197.3369832
34_000000000000000000a8,Vrisabhavathi Nagar,102,01-07-2016,178
34_000000000000000000af,Aramane Nagara,35,01-07-2016,184.3382609
34_000000000000000000b2,Rajamahal Guttahalli,64,01-07-2016,184.5256579
34_000000000000000000b6,Radhakrishna Temple Ward,18,01-07-2016,176.2917396
34_000000000000000000b7,Sanjaya Nagar,19,01-07-2016,180.7551865
34_000000000000000000b8,Ganga Nagar,20,01-07-2016,187
35_00000000000000000000,HBR Layout,24,01-10-2016,75.94475819
35_00000000000000000006,Maruthi Seva Nagar,59,01-10-2016,95.63315328
35_00000000000000000007,Konena Agrahara,113,01-10-2016,90.64684102
35_00000000000000000008,Benniganahalli,50,01-10-2016,102.6147079
35_00000000000000000009,C V Raman Nagar,57,01-10-2016,102.8030707
35_0000000000000000000a,New Tippasandara,58,01-10-2016,98.88550025
35_0000000000000000000b,Sarvagna Nagar,79,01-10-2016,96.92154478
35_0000000000000000000c,Hoysala Nagar,80,01-10-2016,100.5469765
35_0000000000000000000d,Jeevanbhima Nagar,88,01-10-2016,84.23468324
35_00000000000000000016,Domlur,112,01-10-2016,78.61643306
35_00000000000000000017,Agaram,114,01-10-2016,119.9049754
35_00000000000000000018,Vannarpet,115,01-10-2016,92.23782354
35_0000000000000000002a,Kaveripura,103,01-10-2016,69.81323176
35_00000000000000000030,Mudalapalya,127,01-10-2016,61.5544557
35_00000000000000000031,Nagarabhavi,128,01-10-2016,103.9922877
35_00000000000000000032,Nayandahalli,131,01-10-2016,81.16580963
35_0000000000000000003a,Deepanjali Nagar,158,01-10-2016,62.83333333
35_0000000000000000004f,Hosakerehalli,161,01-10-2016,75.22222222
35_00000000000000000058,Ejipura,148,01-10-2016,83.54109767
35_00000000000000000059,Koramangala,151,01-10-2016,92.81187821
35_0000000000000000005b,Sarakki,178,01-10-2016,64.22518408
35_0000000000000000005c,Jakkasandra,173,01-10-2016,88.01562409
35_0000000000000000005d,BTM Layout,176,01-10-2016,87.23807191
35_00000000000000000061,Varthuru,149,01-10-2016,112.6626629
35_00000000000000000062,Bellanduru,150,01-10-2016,93.27549285
35_00000000000000000063,Garudachar Playa,82,01-10-2016,76.01682678
35_00000000000000000064,Kadugodi,83,01-10-2016,95.02298147
35_00000000000000000065,Hagadur,84,01-10-2016,104.4111564
35_00000000000000000066,Dodda Nekkundi,85,01-10-2016,83.5807518
35_00000000000000000067,HSR Layout,174,01-10-2016,100.4078869
35_00000000000000000068,Bommanahalli,175,01-10-2016,87.18888231
35_00000000000000000069,Jaraganahalli,186,01-10-2016,81.82850057
35_0000000000000000006a,Puttenahalli,187,01-10-2016,78.47033349
35_0000000000000000006b,Bilekhalli,188,01-10-2016,91.32047777
35_0000000000000000006c,Hongasandra,189,01-10-2016,80.0472207
35_0000000000000000006d,Mangammanapalya,190,01-10-2016,79.56838842
35_0000000000000000006e,Singasandra,191,01-10-2016,86.13225764
35_0000000000000000006f,Arakere,193,01-10-2016,93.93754273
35_00000000000000000070,Uttarahalli,184,01-10-2016,92.89141115
35_00000000000000000072,Begur,192,01-10-2016,92.46666431
35_00000000000000000073,Gottigere,194,01-10-2016,97.97477306
35_00000000000000000074,Konankunte,195,01-10-2016,93.77433667
35_00000000000000000075,Anjanapura,196,01-10-2016,106.4400681
35_00000000000000000076,Kempegowda Ward,1,01-10-2016,92.08405888
35_00000000000000000077,K R Puram,52,01-10-2016,78.84025015
35_00000000000000000078,Jnana Bharathi ward,129,01-10-2016,91.67918198
35_0000000000000000007c,Vasanthpura,197,01-10-2016,91.22821385
35_0000000000000000007d,J P Nagar,177,01-10-2016,86.90287199
35_0000000000000000007f,Ramamurthy Nagar,26,01-10-2016,79.59757824
35_00000000000000000080,Horamavu,25,01-10-2016,85.87629983
35_00000000000000000081,Marathahalli,86,01-10-2016,82.18621186
35_00000000000000000082,Hemmigepura,198,01-10-2016,101.1943074
35_00000000000000000083,Chowdeswari Ward,2,01-10-2016,100.5921549
35_00000000000000000084,Atturu,3,01-10-2016,96.5295483
35_00000000000000000085,Yelahanka Satellite Town,4,01-10-2016,87.21081835
35_00000000000000000087,Basavanapura,53,01-10-2016,86.72217424
35_00000000000000000088,Hudi,54,01-10-2016,86.13803223
35_00000000000000000089,Devasandra,55,01-10-2016,81.43502872
35_0000000000000000008a,A Narayanapura,56,01-10-2016,80.22076796
35_0000000000000000008b,Vijnana Nagar,81,01-10-2016,90.1982484
35_0000000000000000008c,HAL Airport,87,01-10-2016,102.2801344
35_0000000000000000008d,Dodda Bommasandra,10,01-10-2016,89.30689423
35_0000000000000000008e,Kuvempu Nagar,11,01-10-2016,106.4289735
35_0000000000000000008f,Jakkuru,5,01-10-2016,86.7122355
35_00000000000000000090,Thanisandra,6,01-10-2016,77.67404869
35_00000000000000000091,Byatarayanapura,7,01-10-2016,85.26319986
35_00000000000000000092,Kodigehalli,8,01-10-2016,84.85923679
35_00000000000000000093,Vidyaranyapura,9,01-10-2016,91.42675304
35_00000000000000000094,Ullalu,130,01-10-2016,89.31892331
35_00000000000000000095,Kengeri,159,01-10-2016,81.3135705
35_00000000000000000096,Dodda Bidarakallu,40,01-10-2016,96.248737
35_00000000000000000097,Herohalli,72,01-10-2016,87.52829852
35_00000000000000000098,Jalahalli,16,01-10-2016,108.2724443
