system:index,WARD_NAME,WARD_NO,date,mean
14_00000000000000000008,Benniganahalli,50,01-07-2011,188.0826123
14_00000000000000000009,C V Raman Nagar,57,01-07-2011,154.4244893
14_0000000000000000000a,New Tippasandara,58,01-07-2011,152.6537184
14_0000000000000000000b,Sarvagna Nagar,79,01-07-2011,159.7283359
14_0000000000000000000c,Hoysala Nagar,80,01-07-2011,145.2737152
14_0000000000000000000d,Jeevanbhima Nagar,88,01-07-2011,155.4416983
14_00000000000000000016,Domlur,112,01-07-2011,145.1243421
14_00000000000000000017,Agaram,114,01-07-2011,172.285435
14_00000000000000000018,Vannarpet,115,01-07-2011,156.6186298
14_0000000000000000002a,Kaveripura,103,01-07-2011,191.0720649
14_00000000000000000030,Mudalapalya,127,01-07-2011,174.1504347
14_00000000000000000031,Nagarabhavi,128,01-07-2011,225.7514531
14_00000000000000000032,Nayandahalli,131,01-07-2011,175.6561605
14_0000000000000000003a,Deepanjali Nagar,158,01-07-2011,147
14_0000000000000000004f,Hosakerehalli,161,01-07-2011,179.5
14_00000000000000000058,Ejipura,148,01-07-2011,140.6939666
14_00000000000000000059,Koramangala,151,01-07-2011,170.8980368
14_0000000000000000005b,Sarakki,178,01-07-2011,162.6217984
14_0000000000000000005c,Jakkasandra,173,01-07-2011,158.1170344
14_0000000000000000005d,BTM Layout,176,01-07-2011,157.3022038
14_00000000000000000061,Varthuru,149,01-07-2011,169.4348771
14_00000000000000000062,Bellanduru,150,01-07-2011,159.9313412
14_00000000000000000063,Garudachar Playa,82,01-07-2011,165.8522683
14_00000000000000000064,Kadugodi,83,01-07-2011,167.5105715
14_00000000000000000065,Hagadur,84,01-07-2011,175.1989539
14_00000000000000000066,Dodda Nekkundi,85,01-07-2011,171.226533
14_00000000000000000067,HSR Layout,174,01-07-2011,163.9469749
14_00000000000000000068,Bommanahalli,175,01-07-2011,169.3674676
14_00000000000000000069,Jaraganahalli,186,01-07-2011,160.6869726
14_0000000000000000006a,Puttenahalli,187,01-07-2011,160.2711151
14_0000000000000000006b,Bilekhalli,188,01-07-2011,155.8579726
14_0000000000000000006c,Hongasandra,189,01-07-2011,158.2709175
14_0000000000000000006d,Mangammanapalya,190,01-07-2011,160.4775431
14_0000000000000000006e,Singasandra,191,01-07-2011,178.4462116
14_0000000000000000006f,Arakere,193,01-07-2011,193.3500589
14_00000000000000000070,Uttarahalli,184,01-07-2011,220.8766071
14_00000000000000000072,Begur,192,01-07-2011,191.3690325
14_00000000000000000073,Gottigere,194,01-07-2011,201.3449737
14_00000000000000000074,Konankunte,195,01-07-2011,185.9821698
14_00000000000000000075,Anjanapura,196,01-07-2011,224.6060197
14_00000000000000000076,Kempegowda Ward,1,01-07-2011,191.6929819
14_00000000000000000077,K R Puram,52,01-07-2011,179.7869748
14_00000000000000000078,Jnana Bharathi ward,129,01-07-2011,200.7882622
14_0000000000000000007c,Vasanthpura,197,01-07-2011,203.6066078
14_0000000000000000007d,J P Nagar,177,01-07-2011,145.4189784
14_0000000000000000007f,Ramamurthy Nagar,26,01-07-2011,195.6860766
14_00000000000000000080,Horamavu,25,01-07-2011,199.0770953
14_00000000000000000081,Marathahalli,86,01-07-2011,160.3355693
14_00000000000000000082,Hemmigepura,198,01-07-2011,209.2842038
14_00000000000000000083,Chowdeswari Ward,2,01-07-2011,196.261591
14_00000000000000000084,Atturu,3,01-07-2011,197.4176493
14_00000000000000000085,Yelahanka Satellite Town,4,01-07-2011,175.0114861
14_00000000000000000087,Basavanapura,53,01-07-2011,189.1995406
14_00000000000000000088,Hudi,54,01-07-2011,191.4929978
14_00000000000000000089,Devasandra,55,01-07-2011,179.7382772
14_0000000000000000008a,A Narayanapura,56,01-07-2011,152.3190852
14_0000000000000000008b,Vijnana Nagar,81,01-07-2011,164.9796007
14_0000000000000000008c,HAL Airport,87,01-07-2011,160.7763005
14_0000000000000000008d,Dodda Bommasandra,10,01-07-2011,193.1949448
14_0000000000000000008e,Kuvempu Nagar,11,01-07-2011,214.4990793
14_0000000000000000008f,Jakkuru,5,01-07-2011,184.9172691
14_00000000000000000090,Thanisandra,6,01-07-2011,171.2497473
14_00000000000000000091,Byatarayanapura,7,01-07-2011,167.6265987
14_00000000000000000092,Kodigehalli,8,01-07-2011,172.3460242
14_00000000000000000093,Vidyaranyapura,9,01-07-2011,174.6664702
14_00000000000000000094,Ullalu,130,01-07-2011,185.6194077
14_00000000000000000095,Kengeri,159,01-07-2011,184.8614988
14_00000000000000000096,Dodda Bidarakallu,40,01-07-2011,197.4651064
14_00000000000000000097,Herohalli,72,01-07-2011,190.3611026
14_00000000000000000098,Jalahalli,16,01-07-2011,213.2073023
14_00000000000000000099,Rajarajeshwari Nagar,160,01-07-2011,197.7277716
14_0000000000000000009a,J P Park,17,01-07-2011,183.0291248
14_0000000000000000009c,HMT Ward,38,01-07-2011,161.5160761
14_0000000000000000009e,Laggere,69,01-07-2011,157.3377041
14_0000000000000000009f,Kottegepalya,73,01-07-2011,185.8053517
14_000000000000000000a0,Shettihalli,12,01-07-2011,203.9591085
14_000000000000000000a1,Mallasandra,13,01-07-2011,200.2889718
14_000000000000000000a2,Bagalakunte,14,01-07-2011,194.3645906
14_000000000000000000a3,T Dasarahalli,15,01-07-2011,186
14_000000000000000000a4,Chokkasandra,39,01-07-2011,188.8275029
14_000000000000000000a5,Peenya Industrial Area,41,01-07-2011,198.7867602
14_000000000000000000a6,Rajagopal Nagar,70,01-07-2011,170.6275226
14_000000000000000000a7,Hegganahalli,71,01-07-2011,162.6867176
14_000000000000000000a8,Vrisabhavathi Nagar,102,01-07-2011,174.3333333
14_000000000000000000af,Aramane Nagara,35,01-07-2011,221.093794
14_000000000000000000b2,Rajamahal Guttahalli,64,01-07-2011,170.1601973
14_000000000000000000b6,Radhakrishna Temple Ward,18,01-07-2011,194.9387279
14_000000000000000000b7,Sanjaya Nagar,19,01-07-2011,175.2942106
14_000000000000000000b8,Ganga Nagar,20,01-07-2011,177.3333333
15_00000000000000000000,HBR Layout,24,01-10-2011,146.6710499
15_00000000000000000006,Maruthi Seva Nagar,59,01-10-2011,159.4967347
15_00000000000000000007,Konena Agrahara,113,01-10-2011,134.6510842
15_00000000000000000008,Benniganahalli,50,01-10-2011,152.8524972
15_00000000000000000009,C V Raman Nagar,57,01-10-2011,147.0598617
15_0000000000000000000a,New Tippasandara,58,01-10-2011,145.1048406
15_0000000000000000000b,Sarvagna Nagar,79,01-10-2011,151.7066492
15_0000000000000000000c,Hoysala Nagar,80,01-10-2011,145.7752471
15_0000000000000000000d,Jeevanbhima Nagar,88,01-10-2011,123.0256913
15_00000000000000000016,Domlur,112,01-10-2011,131.7598956
15_00000000000000000017,Agaram,114,01-10-2011,162.4831118
15_00000000000000000018,Vannarpet,115,01-10-2011,139.9529882
15_0000000000000000002a,Kaveripura,103,01-10-2011,137.3974622
15_00000000000000000030,Mudalapalya,127,01-10-2011,132.032022
15_00000000000000000031,Nagarabhavi,128,01-10-2011,151.5931325
15_00000000000000000032,Nayandahalli,131,01-10-2011,144.0628048
15_0000000000000000003a,Deepanjali Nagar,158,01-10-2011,134.8571429
15_0000000000000000004f,Hosakerehalli,161,01-10-2011,133
15_00000000000000000058,Ejipura,148,01-10-2011,137.1219226
15_00000000000000000059,Koramangala,151,01-10-2011,135.885547
15_0000000000000000005b,Sarakki,178,01-10-2011,133.2608286
15_0000000000000000005c,Jakkasandra,173,01-10-2011,134.7762281
15_0000000000000000005d,BTM Layout,176,01-10-2011,135.6449308
15_00000000000000000061,Varthuru,149,01-10-2011,161.5711078
15_00000000000000000062,Bellanduru,150,01-10-2011,147.3496467
15_00000000000000000063,Garudachar Playa,82,01-10-2011,140.4789269
15_00000000000000000064,Kadugodi,83,01-10-2011,151.6082629
15_00000000000000000065,Hagadur,84,01-10-2011,154.3918818
15_00000000000000000066,Dodda Nekkundi,85,01-10-2011,140.7492106
15_00000000000000000067,HSR Layout,174,01-10-2011,143.0135362
15_00000000000000000068,Bommanahalli,175,01-10-2011,134.4978908
15_00000000000000000069,Jaraganahalli,186,01-10-2011,137.058379
15_0000000000000000006a,Puttenahalli,187,01-10-2011,135.9491199
15_0000000000000000006b,Bilekhalli,188,01-10-2011,138.01648
15_0000000000000000006c,Hongasandra,189,01-10-2011,131.2626976
15_0000000000000000006d,Mangammanapalya,190,01-10-2011,132.5634568
15_0000000000000000006e,Singasandra,191,01-10-2011,140.0678533
15_0000000000000000006f,Arakere,193,01-10-2011,138.8607336
15_00000000000000000070,Uttarahalli,184,01-10-2011,151.3457494
15_00000000000000000072,Begur,192,01-10-2011,145.2652326
15_00000000000000000073,Gottigere,194,01-10-2011,148.2369263
15_00000000000000000074,Konankunte,195,01-10-2011,137.5032382
15_00000000000000000075,Anjanapura,196,01-10-2011,154.867961
15_00000000000000000076,Kempegowda Ward,1,01-10-2011,150.0116799
15_00000000000000000077,K R Puram,52,01-10-2011,146.7676791
15_00000000000000000078,Jnana Bharathi ward,129,01-10-2011,149.3462869
15_0000000000000000007c,Vasanthpura,197,01-10-2011,142.5530232
15_0000000000000000007d,J P Nagar,177,01-10-2011,133.75
15_0000000000000000007f,Ramamurthy Nagar,26,01-10-2011,149.6839417
15_00000000000000000080,Horamavu,25,01-10-2011,154.5134947
15_00000000000000000081,Marathahalli,86,01-10-2011,138.8802846
15_00000000000000000082,Hemmigepura,198,01-10-2011,154.835067
15_00000000000000000083,Chowdeswari Ward,2,01-10-2011,153.0121849
15_00000000000000000084,Atturu,3,01-10-2011,154.254038
15_00000000000000000085,Yelahanka Satellite Town,4,01-10-2011,144.0619688
15_00000000000000000087,Basavanapura,53,01-10-2011,149.0811057
15_00000000000000000088,Hudi,54,01-10-2011,150.3462571
15_00000000000000000089,Devasandra,55,01-10-2011,141.5883222
15_0000000000000000008a,A Narayanapura,56,01-10-2011,131.2483112
15_0000000000000000008b,Vijnana Nagar,81,01-10-2011,139.4955498
15_0000000000000000008c,HAL Airport,87,01-10-2011,142.9494682
15_0000000000000000008d,Dodda Bommasandra,10,01-10-2011,148.1968073
15_0000000000000000008e,Kuvempu Nagar,11,01-10-2011,153.9147256
15_0000000000000000008f,Jakkuru,5,01-10-2011,149.0179211
15_00000000000000000090,Thanisandra,6,01-10-2011,147.0414615
15_00000000000000000091,Byatarayanapura,7,01-10-2011,142.4038787
15_00000000000000000092,Kodigehalli,8,01-10-2011,141.1990893
15_00000000000000000093,Vidyaranyapura,9,01-10-2011,148.7825581
15_00000000000000000094,Ullalu,130,01-10-2011,147.2095421
15_00000000000000000095,Kengeri,159,01-10-2011,145.2393367
15_00000000000000000096,Dodda Bidarakallu,40,01-10-2011,142.4547866
15_00000000000000000097,Herohalli,72,01-10-2011,146.5789828
15_00000000000000000098,Jalahalli,16,01-10-2011,149.1559185
15_00000000000000000099,Rajarajeshwari Nagar,160,01-10-2011,147.2071347
15_0000000000000000009a,J P Park,17,01-10-2011,139.1678996
15_0000000000000000009c,HMT Ward,38,01-10-2011,131.4412078
15_0000000000000000009e,Laggere,69,01-10-2011,128.4261756
15_0000000000000000009f,Kottegepalya,73,01-10-2011,134.0782779
15_000000000000000000a0,Shettihalli,12,01-10-2011,147.701849
15_000000000000000000a1,Mallasandra,13,01-10-2011,144.4440409
15_000000000000000000a2,Bagalakunte,14,01-10-2011,138.2508879
15_000000000000000000a3,T Dasarahalli,15,01-10-2011,134
15_000000000000000000a4,Chokkasandra,39,01-10-2011,138.5986684
15_000000000000000000a5,Peenya Industrial Area,41,01-10-2011,148.4184422
15_000000000000000000a6,Rajagopal Nagar,70,01-10-2011,131.0134318
15_000000000000000000a7,Hegganahalli,71,01-10-2011,130.8159657
15_000000000000000000a8,Vrisabhavathi Nagar,102,01-10-2011,135.5
15_000000000000000000af,Aramane Nagara,35,01-10-2011,160.6850289
15_000000000000000000b2,Rajamahal Guttahalli,64,01-10-2011,136.7390273
15_000000000000000000b6,Radhakrishna Temple Ward,18,01-10-2011,150.9105314
15_000000000000000000b7,Sanjaya Nagar,19,01-10-2011,138.6533999
15_000000000000000000b8,Ganga Nagar,20,01-10-2011,139.5
16_00000000000000000000,HBR Layout,24,01-01-2012,36.67462684
16_00000000000000000006,Maruthi Seva Nagar,59,01-01-2012,37.95297289
16_00000000000000000007,Konena Agrahara,113,01-01-2012,48.9207171
16_00000000000000000008,Benniganahalli,50,01-01-2012,40.4532765
16_00000000000000000009,C V Raman Nagar,57,01-01-2012,44.03465955
16_0000000000000000000a,New Tippasandara,58,01-01-2012,38.08874409
16_0000000000000000000b,Sarvagna Nagar,79,01-01-2012,41.56263215
16_0000000000000000000c,Hoysala Nagar,80,01-01-2012,41.92921503
16_0000000000000000000d,Jeevanbhima Nagar,88,01-01-2012,27.05195952
16_00000000000000000016,Domlur,112,01-01-2012,31.2642531
16_00000000000000000017,Agaram,114,01-01-2012,60.52041854
16_00000000000000000018,Vannarpet,115,01-01-2012,36.34184867
16_0000000000000000002a,Kaveripura,103,01-01-2012,25.54017305
16_00000000000000000030,Mudalapalya,127,01-01-2012,23.4472254
16_00000000000000000031,Nagarabhavi,128,01-01-2012,40.2450281
16_00000000000000000032,Nayandahalli,131,01-01-2012,33.83297173
16_0000000000000000003a,Deepanjali Nagar,158,01-01-2012,22.91666667
16_0000000000000000004f,Hosakerehalli,161,01-01-2012,23.66666667
16_00000000000000000058,Ejipura,148,01-01-2012,26.78489093
16_00000000000000000059,Koramangala,151,01-01-2012,32.31204452
16_0000000000000000005b,Sarakki,178,01-01-2012,27.37539553
16_0000000000000000005c,Jakkasandra,173,01-01-2012,27.01313286
16_0000000000000000005d,BTM Layout,176,01-01-2012,34.25778326
16_00000000000000000061,Varthuru,149,01-01-2012,64.7994156
16_00000000000000000062,Bellanduru,150,01-01-2012,38.65427131
16_00000000000000000063,Garudachar Playa,82,01-01-2012,30.49207943
16_00000000000000000064,Kadugodi,83,01-01-2012,42.38996886
16_00000000000000000065,Hagadur,84,01-01-2012,58.21855753
16_00000000000000000066,Dodda Nekkundi,85,01-01-2012,34.68373265
16_00000000000000000067,HSR Layout,174,01-01-2012,33.77333332
16_00000000000000000068,Bommanahalli,175,01-01-2012,23.84163216
16_00000000000000000069,Jaraganahalli,186,01-01-2012,45.4943993
16_0000000000000000006a,Puttenahalli,187,01-01-2012,27.49966378
16_0000000000000000006b,Bilekhalli,188,01-01-2012,30.54417572
16_0000000000000000006c,Hongasandra,189,01-01-2012,20.67812031
16_0000000000000000006d,Mangammanapalya,190,01-01-2012,26.98272812
16_0000000000000000006e,Singasandra,191,01-01-2012,31.20931314
16_0000000000000000006f,Arakere,193,01-01-2012,31.53847318
16_00000000000000000070,Uttarahalli,184,01-01-2012,36.72810232
16_00000000000000000072,Begur,192,01-01-2012,32.24554872
16_00000000000000000073,Gottigere,194,01-01-2012,34.28939902
16_00000000000000000074,Konankunte,195,01-01-2012,27.41980216
16_00000000000000000075,Anjanapura,196,01-01-2012,34.84024904
16_00000000000000000076,Kempegowda Ward,1,01-01-2012,33.85649984
16_00000000000000000077,K R Puram,52,01-01-2012,32.55844621
16_00000000000000000078,Jnana Bharathi ward,129,01-01-2012,35.76605936
16_0000000000000000007c,Vasanthpura,197,01-01-2012,31.38347676
16_0000000000000000007d,J P Nagar,177,01-01-2012,22.29459856
16_0000000000000000007f,Ramamurthy Nagar,26,01-01-2012,43.39893985
16_00000000000000000080,Horamavu,25,01-01-2012,38.32107852
16_00000000000000000081,Marathahalli,86,01-01-2012,35.07523171
16_00000000000000000082,Hemmigepura,198,01-01-2012,42.0292243
16_00000000000000000083,Chowdeswari Ward,2,01-01-2012,41.82769969
16_00000000000000000084,Atturu,3,01-01-2012,35.910728
16_00000000000000000085,Yelahanka Satellite Town,4,01-01-2012,35.412567
16_00000000000000000087,Basavanapura,53,01-01-2012,38.65797741
16_00000000000000000088,Hudi,54,01-01-2012,34.82692208
16_00000000000000000089,Devasandra,55,01-01-2012,34.52760096
16_0000000000000000008a,A Narayanapura,56,01-01-2012,24.61740238
16_0000000000000000008b,Vijnana Nagar,81,01-01-2012,33.56032846
16_0000000000000000008c,HAL Airport,87,01-01-2012,38.87952534
16_0000000000000000008d,Dodda Bommasandra,10,01-01-2012,45.24081161
16_0000000000000000008e,Kuvempu Nagar,11,01-01-2012,45.5877547
16_0000000000000000008f,Jakkuru,5,01-01-2012,32.28984534
16_00000000000000000090,Thanisandra,6,01-01-2012,27.39681961
16_00000000000000000091,Byatarayanapura,7,01-01-2012,30.87503189
16_00000000000000000092,Kodigehalli,8,01-01-2012,32.11240707
16_00000000000000000093,Vidyaranyapura,9,01-01-2012,35.56266799
16_00000000000000000094,Ullalu,130,01-01-2012,35.58217233
16_00000000000000000095,Kengeri,159,01-01-2012,35.51860684
16_00000000000000000096,Dodda Bidarakallu,40,01-01-2012,29.97781303
16_00000000000000000097,Herohalli,72,01-01-2012,32.91798188
16_00000000000000000098,Jalahalli,16,01-01-2012,43.98013905
16_00000000000000000099,Rajarajeshwari Nagar,160,01-01-2012,36.77860144
16_0000000000000000009a,J P Park,17,01-01-2012,30.92038679
16_0000000000000000009c,HMT Ward,38,01-01-2012,25.18903824
16_0000000000000000009e,Laggere,69,01-01-2012,21.96609344
16_0000000000000000009f,Kottegepalya,73,01-01-2012,24.78294922
16_000000000000000000a0,Shettihalli,12,01-01-2012,38.79299701
16_000000000000000000a1,Mallasandra,13,01-01-2012,32.79411828
16_000000000000000000a2,Bagalakunte,14,01-01-2012,32.78190883
16_000000000000000000a3,T Dasarahalli,15,01-01-2012,25.75
16_000000000000000000a4,Chokkasandra,39,01-01-2012,27.41988066
16_000000000000000000a5,Peenya Industrial Area,41,01-01-2012,29.50412186
16_000000000000000000a6,Rajagopal Nagar,70,01-01-2012,22.26792314
16_000000000000000000a7,Hegganahalli,71,01-01-2012,21.70996147
16_000000000000000000a8,Vrisabhavathi Nagar,102,01-01-2012,25.08333333
16_000000000000000000af,Aramane Nagara,35,01-01-2012,61.10240231
16_000000000000000000b2,Rajamahal Guttahalli,64,01-01-2012,38.10923012
16_000000000000000000b6,Radhakrishna Temple Ward,18,01-01-2012,41.9600921
16_000000000000000000b7,Sanjaya Nagar,19,01-01-2012,37.54154325
16_000000000000000000b8,Ganga Nagar,20,01-01-2012,34.83333333
17_00000000000000000000,HBR Layout,24,01-04-2012,53.4707578
17_00000000000000000006,Maruthi Seva Nagar,59,01-04-2012,72.69585346
17_00000000000000000007,Konena Agrahara,113,01-04-2012,68.73096653
17_00000000000000000008,Benniganahalli,50,01-04-2012,74.33884177
17_00000000000000000009,C V Raman Nagar,57,01-04-2012,70.00349822
17_0000000000000000000a,New Tippasandara,58,01-04-2012,65.30371524
17_0000000000000000000b,Sarvagna Nagar,79,01-04-2012,73.70431311
17_0000000000000000000c,Hoysala Nagar,80,01-04-2012,75.71996433
17_0000000000000000000d,Jeevanbhima Nagar,88,01-04-2012,57.55237102
17_00000000000000000016,Domlur,112,01-04-2012,53.5798641
17_00000000000000000017,Agaram,114,01-04-2012,89.41364763
17_00000000000000000018,Vannarpet,115,01-04-2012,66.37761249
17_0000000000000000002a,Kaveripura,103,01-04-2012,45.50566755
17_00000000000000000030,Mudalapalya,127,01-04-2012,48.02821594
17_00000000000000000031,Nagarabhavi,128,01-04-2012,69.03371227
17_00000000000000000032,Nayandahalli,131,01-04-2012,58.80308426
17_0000000000000000003a,Deepanjali Nagar,158,01-04-2012,42.83333333
17_0000000000000000004f,Hosakerehalli,161,01-04-2012,48.5
17_00000000000000000058,Ejipura,148,01-04-2012,50.20751844
17_00000000000000000059,Koramangala,151,01-04-2012,62.43812784
17_0000000000000000005b,Sarakki,178,01-04-2012,44.70490312
17_0000000000000000005c,Jakkasandra,173,01-04-2012,51.73920018
17_0000000000000000005d,BTM Layout,176,01-04-2012,50.62142056
17_00000000000000000061,Varthuru,149,01-04-2012,84.42465177
17_00000000000000000062,Bellanduru,150,01-04-2012,61.20462989
17_00000000000000000063,Garudachar Playa,82,01-04-2012,50.74850002
17_00000000000000000064,Kadugodi,83,01-04-2012,74.44743527
17_00000000000000000065,Hagadur,84,01-04-2012,80.96802381
