system:index,DISTRICT,ST_NM,date,mean
13_00000000000000000168,Ratnagiri,Maharashtra,01-04-2020,149.7592776
13_0000000000000000019a,Sindhudurg,Maharashtra,01-04-2020,170.9440348
13_000000000000000001f9,Yavatmal,Maharashtra,01-04-2020,11.36609516
13_00000000000000000006,Akola,Maharashtra,01-04-2020,15.86746046
13_0000000000000000000f,Amravati,Maharashtra,01-04-2020,19.28611217
13_0000000000000000001d,Aurangabad,Maharashtra,01-04-2020,25.48799041
13_00000000000000000046,Bhandara,Maharashtra,01-04-2020,16.44547247
13_0000000000000000004f,Bid,Maharashtra,01-04-2020,22.42828273
13_0000000000000000005d,Buldana,Maharashtra,01-04-2020,16.14730219
13_00000000000000000099,Dhule,Maharashtra,01-04-2020,24.95605504
13_000000000000000000e2,Hingoli,Maharashtra,01-04-2020,14.2655711
13_000000000000000000f5,Jalna,Maharashtra,01-04-2020,22.94376625
13_00000000000000000113,Nagpur,Maharashtra,01-04-2020,12.50636232
13_00000000000000000119,Nanded,Maharashtra,01-04-2020,15.83733814
13_0000000000000000011a,Nandurbar,Maharashtra,01-04-2020,26.45758751
13_0000000000000000012f,Osmanabad,Maharashtra,01-04-2020,24.09614119
13_0000000000000000013a,Parbhani,Maharashtra,01-04-2020,19.54638166
13_0000000000000000017d,Sangli,Maharashtra,01-04-2020,55.24270576
13_00000000000000000183,Satara,Maharashtra,01-04-2020,75.2195885
13_000000000000000001a4,Solapur,Maharashtra,01-04-2020,31.80879724
13_000000000000000001bc,Thane,Maharashtra,01-04-2020,60.95140876
13_000000000000000001eb,Wardha,Maharashtra,01-04-2020,11.84243028
13_000000000000000001ec,Washim,Maharashtra,01-04-2020,12.3743642
13_0000000000000000023c,Kolhapur,Maharashtra,01-04-2020,126.8794824
13_00000000000000000254,Latur,Maharashtra,01-04-2020,19.77027418
13_00000000000000000003,Ahmadnagar,Maharashtra,01-04-2020,41.04338987
13_000000000000000000f4,Jalgaon,Maharashtra,01-04-2020,19.34316103
13_0000000000000000011e,Nashik,Maharashtra,01-04-2020,42.72310767
13_0000000000000000014e,Pune,Maharashtra,01-04-2020,65.70028964
13_00000000000000000158,Raigarh,Maharashtra,01-04-2020,101.6714995
13_00000000000000000000,Adilabad,Andhra Pradesh,01-04-2020,20.06676258
13_0000000000000000007c,Y.s.r.,Andhra Pradesh,01-04-2020,26.46363523
13_00000000000000000148,Prakasam,Andhra Pradesh,01-04-2020,42.60028985
13_000000000000000001e8,Visakhapatnam,Andhra Pradesh,01-04-2020,136.5224282
13_0000000000000000022c,Khammam,Andhra Pradesh,01-04-2020,38.78792654
13_0000000000000000024b,Kurnool,Andhra Pradesh,01-04-2020,25.83624605
13_00000000000000000013,Anantapur,Andhra Pradesh,01-04-2020,29.03061247
13_00000000000000000077,Chittoor,Andhra Pradesh,01-04-2020,60.83195243
13_000000000000000000a8,East Godavari,Andhra Pradesh,01-04-2020,102.0075015
13_000000000000000000d2,Guntur,Andhra Pradesh,01-04-2020,38.11518922
13_00000000000000000117,Nalgonda,Andhra Pradesh,01-04-2020,25.34187871
13_00000000000000000123,Sri Potti Sriramulu Nellore,Andhra Pradesh,01-04-2020,62.68805448
13_00000000000000000166,Rangareddy,Andhra Pradesh,01-04-2020,37.97969446
13_000000000000000001b0,Srikakulam,Andhra Pradesh,01-04-2020,113.7983465
13_000000000000000001e9,Vizianagaram,Andhra Pradesh,01-04-2020,93.13424625
13_000000000000000001ea,Warangal,Andhra Pradesh,01-04-2020,32.63352861
13_000000000000000001f1,West Godavari,Andhra Pradesh,01-04-2020,75.98140809
13_00000000000000000264,Mahbubnagar,Andhra Pradesh,01-04-2020,28.35798953
13_00000000000000000277,Medak,Andhra Pradesh,01-04-2020,34.15416165
13_00000000000000000125,Nizamabad,Andhra Pradesh,01-04-2020,26.83501426
13_00000000000000000221,Karimnagar,Andhra Pradesh,01-04-2020,28.70351923
13_00000000000000000246,Krishna,Andhra Pradesh,01-04-2020,53.37035428
13_000000000000000000e7,Hyderabad,Andhra Pradesh,01-04-2020,34.57143218
13_0000000000000000002e,Bangalore,Karnataka,01-04-2020,87.02296455
13_00000000000000000052,Bijapur,Karnataka,01-04-2020,22.82924933
13_00000000000000000067,Chamrajnagar,Karnataka,01-04-2020,148.2177963
13_00000000000000000072,Chikmagalur,Karnataka,01-04-2020,217.8765152
13_00000000000000000074,Chitradurga,Karnataka,01-04-2020,52.40200127
13_000000000000000000ba,Gadag,Karnataka,01-04-2020,48.61181515
13_00000000000000000156,Raichur,Karnataka,01-04-2020,27.28946549
13_00000000000000000191,Shimoga,Karnataka,01-04-2020,206.7593017
13_000000000000000001d5,Udupi,Karnataka,01-04-2020,246.0993949
13_000000000000000001de,Uttara Kannada,Karnataka,01-04-2020,264.1989667
13_000000000000000001f8,Yadgir,Karnataka,01-04-2020,21.4069247
13_00000000000000000236,Kodagu,Karnataka,01-04-2020,292.2289199
13_00000000000000000020,Bagalkot,Karnataka,01-04-2020,49.16602781
13_00000000000000000041,Belgaum,Karnataka,01-04-2020,89.54540263
13_00000000000000000042,Bellary,Karnataka,01-04-2020,43.86702387
13_00000000000000000050,Bidar,Karnataka,01-04-2020,22.53877333
13_00000000000000000071,Chikkaballapura,Karnataka,01-04-2020,47.67342884
13_00000000000000000081,Dakshina Kannada,Karnataka,01-04-2020,273.937749
13_00000000000000000089,Davanagere,Karnataka,01-04-2020,92.88031875
13_00000000000000000094,Dharwad,Karnataka,01-04-2020,73.05089061
13_000000000000000000cf,Gulbarga,Karnataka,01-04-2020,16.26433179
13_000000000000000000de,Hassan,Karnataka,01-04-2020,137.9073738
13_000000000000000000e0,Haveri,Karnataka,01-04-2020,80.23444208
13_0000000000000000010e,Mysore,Karnataka,01-04-2020,138.7077248
13_000000000000000001d0,Tumkur,Karnataka,01-04-2020,71.71593292
13_0000000000000000023f,Koppal,Karnataka,01-04-2020,41.0941013
13_00000000000000000160,Ramanagara,Karnataka,01-04-2020,105.1613647
13_0000000000000000023a,Kolar,Karnataka,01-04-2020,63.41058514
13_00000000000000000271,Mandya,Karnataka,01-04-2020,124.4312249
13_0000000000000000002d,Bangalore Rural,Karnataka,01-04-2020,73.73117238
13_000000000000000001ad,South Goa,Goa,01-04-2020,255.7225059
13_0000000000000000012b,North Goa,Goa,01-04-2020,213.4350472
13_0000000000000000020b,Lakshadweep,Lakshadweep,01-04-2020,146.2250198
13_000000000000000000e8,Idukki,Kerala,01-04-2020,282.2816029
13_0000000000000000013f,Pathanamthitta,Kerala,01-04-2020,324.703171
13_000000000000000001ed,Wayanad,Kerala,01-04-2020,299.5292423
13_00000000000000000219,Kannur,Kerala,01-04-2020,311.0798314
13_00000000000000000224,Kasaragod,Kerala,01-04-2020,271.135285
13_00000000000000000131,Palakkad,Kerala,01-04-2020,240.0282964
13_00000000000000000245,Kozhikode,Kerala,01-04-2020,321.3359564
13_0000000000000000026a,Malappuram,Kerala,01-04-2020,290.2434162
13_00000000000000000244,Kottayam,Kerala,01-04-2020,291.6833489
13_000000000000000001c6,Thrissur,Kerala,01-04-2020,249.7730234
13_000000000000000001c2,Thiruvananthapuram,Kerala,01-04-2020,308.49537
13_0000000000000000023e,Kollam,Kerala,01-04-2020,314.7307817
13_000000000000000000ad,Ernakulam,Kerala,01-04-2020,267.92485
13_00000000000000000007,Alappuzha,Kerala,01-04-2020,238.6474798
13_000000000000000001bf,The Nilgiris,Tamil Nadu,01-04-2020,257.7595404
13_00000000000000000093,Dharmapuri,Tamil Nadu,01-04-2020,96.69611031
13_00000000000000000161,Ramanathapuram,Tamil Nadu,01-04-2020,80.49131252
13_000000000000000001a1,Sivaganga,Tamil Nadu,01-04-2020,78.40698202
13_00000000000000000247,Krishnagiri,Tamil Nadu,01-04-2020,92.77623427
13_00000000000000000019,Ariyalur,Tamil Nadu,01-04-2020,77.09523352
13_0000000000000000009c,Dindigul,Tamil Nadu,01-04-2020,121.9853922
13_00000000000000000142,Perambalur,Tamil Nadu,01-04-2020,67.88190735
13_0000000000000000014b,Pudukkottai,Tamil Nadu,01-04-2020,81.62941898
13_000000000000000001c0,Theni,Tamil Nadu,01-04-2020,156.6041808
13_000000000000000001c4,Thoothukkudi,Tamil Nadu,01-04-2020,92.11398049
13_000000000000000001ca,Tiruchirappalli,Tamil Nadu,01-04-2020,78.73605267
13_000000000000000001cb,Tirunelveli,Tamil Nadu,01-04-2020,156.8564143
13_000000000000000001cd,Tiruvannamalai,Tamil Nadu,01-04-2020,82.23128374
13_000000000000000001e6,Viluppuram,Tamil Nadu,01-04-2020,85.05681093
13_000000000000000001e7,Virudunagar,Tamil Nadu,01-04-2020,91.28136059
13_00000000000000000213,Kancheepuram,Tamil Nadu,01-04-2020,84.71723458
13_00000000000000000223,Karur,Tamil Nadu,01-04-2020,66.24775856
13_00000000000000000261,Madurai,Tamil Nadu,01-04-2020,93.03344864
13_0000000000000000007b,Cuddalore,Tamil Nadu,01-04-2020,87.0370771
13_000000000000000000ae,Erode,Tamil Nadu,01-04-2020,144.8063259
13_000000000000000001bd,Thanjavur,Tamil Nadu,01-04-2020,108.8550054
13_000000000000000001c1,Thiruvallur,Tamil Nadu,01-04-2020,82.08840185
13_000000000000000001c3,Thiruvarur,Tamil Nadu,01-04-2020,97.48542835
13_000000000000000001cc,Tiruppur,Tamil Nadu,01-04-2020,100.9705198
13_000000000000000001e4,Vellore,Tamil Nadu,01-04-2020,70.93046072
13_00000000000000000203,Nagappattinam,Tamil Nadu,01-04-2020,107.1619526
13_00000000000000000218,Kanniyakumari,Tamil Nadu,01-04-2020,266.1560708
13_0000000000000000007a,Coimbatore,Tamil Nadu,01-04-2020,176.2394098
13_00000000000000000118,Namakkal,Tamil Nadu,01-04-2020,89.58259205
13_00000000000000000179,Salem,Tamil Nadu,01-04-2020,97.17128895
13_0000000000000000006e,Chennai,Tamil Nadu,01-04-2020,94.94598401
13_00000000000000000204,Karaikal,Puducherry,01-04-2020,120.9523522
13_00000000000000000205,Puducherry,Puducherry,01-04-2020,116.3461521
13_00000000000000000265,Mahe,Puducherry,01-04-2020,303.1499349
13_00000000000000000206,Yanam,Puducherry,01-04-2020,137.0453182
13_00000000000000000208,Nicobar,Andaman & Nicobar Island,01-04-2020,270.5555601
13_00000000000000000209,South Andaman,Andaman & Nicobar Island,01-04-2020,314.2529538
13_0000000000000000020a,North & Middle Andaman,Andaman & Nicobar Island,01-04-2020,314.822142
14_00000000000000000014,Anantnag,Jammu & Kashmir,01-07-2020,220.6789915
14_0000000000000000001f,Badgam,Jammu & Kashmir,01-07-2020,199.06498
14_0000000000000000002c,Bandipore,Jammu & Kashmir,01-07-2020,202.4933842
14_00000000000000000034,Baramula,Jammu & Kashmir,01-07-2020,229.2862678
14_0000000000000000009f,Doda,Jammu & Kashmir,01-07-2020,239.0309719
14_000000000000000000bc,Ganderbal,Jammu & Kashmir,01-07-2020,184.9805307
14_0000000000000000014c,Pulwama,Jammu & Kashmir,01-07-2020,223.2113229
14_0000000000000000014d,Punch,Jammu & Kashmir,01-07-2020,234.8947194
14_0000000000000000015b,Rajouri,Jammu & Kashmir,01-07-2020,218.0697881
14_00000000000000000162,Ramban,Jammu & Kashmir,01-07-2020,221.7363114
14_0000000000000000016a,Reasi,Jammu & Kashmir,01-07-2020,214.8931209
14_00000000000000000194,Shupiyan,Jammu & Kashmir,01-07-2020,258.9844411
14_000000000000000001b1,Srinagar,Jammu & Kashmir,01-07-2020,199.3851215
14_000000000000000001d3,Udhampur,Jammu & Kashmir,01-07-2020,216.8927546
14_0000000000000000021f,Kargil,Jammu & Kashmir,01-07-2020,161.2177746
14_00000000000000000225,Kathua,Jammu & Kashmir,01-07-2020,226.5802397
14_00000000000000000234,Kishtwar,Jammu & Kashmir,01-07-2020,228.3456252
14_00000000000000000248,Kulgam,Jammu & Kashmir,01-07-2020,209.9870488
14_0000000000000000024a,Kupwara,Jammu & Kashmir,01-07-2020,229.3726771
14_00000000000000000256,Leh (ladakh),Jammu & Kashmir,01-07-2020,85.02261176
14_0000000000000000017b,Samba,Jammu & Kashmir,01-07-2020,163.9249094
14_000000000000000000f8,Jammu,Jammu & Kashmir,01-07-2020,177.4260611
14_00000000000000000063,Chamba,Himachal Pradesh,01-07-2020,235.8200219
14_000000000000000000d7,Hamirpur,Himachal Pradesh,01-07-2020,246.8929402
14_00000000000000000190,Shimla,Himachal Pradesh,01-07-2020,231.4265416
14_0000000000000000019c,Sirmaur,Himachal Pradesh,01-07-2020,177.4872685
14_000000000000000001a3,Solan,Himachal Pradesh,01-07-2020,205.8203015
14_000000000000000001d9,Una,Himachal Pradesh,01-07-2020,137.5722005
14_00000000000000000215,Kangra,Himachal Pradesh,01-07-2020,225.9027552
14_00000000000000000231,Kinnaur,Himachal Pradesh,01-07-2020,194.3668882
14_00000000000000000249,Kullu,Himachal Pradesh,01-07-2020,233.3271721
14_0000000000000000024f,Lahul & Spiti,Himachal Pradesh,01-07-2020,221.4675374
14_0000000000000000026e,Mandi,Himachal Pradesh,01-07-2020,261.59173
14_00000000000000000056,Bilaspur,Himachal Pradesh,01-07-2020,245.5916345
14_00000000000000000272,Mansa,Punjab,01-07-2020,184.3416637
14_00000000000000000039,Barnala,Punjab,01-07-2020,198.4499356
14_0000000000000000003e,Bathinda,Punjab,01-07-2020,193.281292
14_000000000000000000e5,Hoshiarpur,Punjab,01-07-2020,133.7093609
14_00000000000000000171,Rupnagar,Punjab,01-07-2020,173.7564024
14_00000000000000000280,Muktsar,Punjab,01-07-2020,190.0101844
14_000000000000000000b3,Faridkot,Punjab,01-07-2020,176.2312262
14_000000000000000000b9,Firozpur,Punjab,01-07-2020,159.0618797
14_0000000000000000017e,Sangrur,Punjab,01-07-2020,169.6861081
14_0000000000000000018a,Shahid Bhagat Singh Nagar,Punjab,01-07-2020,131.4787699
14_0000000000000000027b,Moga,Punjab,01-07-2020,159.5508825
14_000000000000000000b6,Fatehgarh Sahib,Punjab,01-07-2020,145.1825528
14_00000000000000000140,Patiala,Punjab,01-07-2020,149.0070622
14_0000000000000000021d,Kapurthala,Punjab,01-07-2020,141.0274634
14_000000000000000000d3,Gurdaspur,Punjab,01-07-2020,165.7217704
14_000000000000000000f2,Jalandhar,Punjab,01-07-2020,133.5757522
14_0000000000000000025d,Ludhiana,Punjab,01-07-2020,136.4440817
14_00000000000000000011,Amritsar,Punjab,01-07-2020,116.6147202
14_00000000000000000177,Sahibzada Ajit Singh Nagar,Punjab,01-07-2020,154.7007877
14_000000000000000001b9,Tarn Taran,Punjab,01-07-2020,140.1829837
14_0000000000000000006a,Chandigarh,Chandigarh,01-07-2020,146.039511
14_0000000000000000000b,Almora,Uttarakhand,01-07-2020,277.3848288
14_00000000000000000021,Bageshwar,Uttarakhand,01-07-2020,244.7506427
14_00000000000000000064,Chamoli,Uttarakhand,01-07-2020,219.1450048
14_00000000000000000065,Champawat,Uttarakhand,01-07-2020,262.2070678
14_0000000000000000008b,Dehradun,Uttarakhand,01-07-2020,202.911149
14_000000000000000000c2,Garhwal,Uttarakhand,01-07-2020,218.5178009
14_000000000000000000dd,Hardwar,Uttarakhand,01-07-2020,176.1610009
14_00000000000000000114,Nainital,Uttarakhand,01-07-2020,246.6363732
14_00000000000000000146,Pithoragarh,Uttarakhand,01-07-2020,234.1917992
14_00000000000000000170,Rudraprayag,Uttarakhand,01-07-2020,234.3730876
14_000000000000000001bb,Tehri Garhwal,Uttarakhand,01-07-2020,237.9806376
14_000000000000000001df,Uttarkashi,Uttarakhand,01-07-2020,229.454028
14_000000000000000001d4,Udham Singh Nagar,Uttarakhand,01-07-2020,262.8501502
14_000000000000000000b2,Faridabad,Haryana,01-07-2020,131.551875
14_000000000000000000d4,Gurgaon,Haryana,01-07-2020,95.410439
14_0000000000000000024c,Kurukshetra,Haryana,01-07-2020,139.6102082
14_00000000000000000279,Mewat,Haryana,01-07-2020,117.1019636
14_0000000000000000004c,Bhiwani,Haryana,01-07-2020,86.38969874
14_0000000000000000019e,Sirsa,Haryana,01-07-2020,156.3600759
14_000000000000000000e3,Hisar,Haryana,01-07-2020,111.7378513
14_00000000000000000100,Jhajjar,Haryana,01-07-2020,128.4347356
14_00000000000000000134,Palwal,Haryana,01-07-2020,183.0615039
14_00000000000000000136,Panchkula,Haryana,01-07-2020,163.8472064
14_0000000000000000016e,Rohtak,Haryana,01-07-2020,145.7038664
14_000000000000000001a7,Sonipat,Haryana,01-07-2020,158.1521453
14_000000000000000001fd,Jind,Haryana,01-07-2020,152.5810702
14_00000000000000000266,Mahendragarh,Haryana,01-07-2020,103.2933807
14_000000000000000000b5,Fatehabad,Haryana,01-07-2020,162.1489854
14_0000000000000000016c,Rewari,Haryana,01-07-2020,94.93064438
14_000000000000000001fc,Yamunanagar,Haryana,01-07-2020,179.4365935
14_0000000000000000020f,Kaithal,Haryana,01-07-2020,140.3444925
14_0000000000000000000d,Ambala,Haryana,01-07-2020,154.7288612
14_00000000000000000137,Panipat,Haryana,01-07-2020,155.6999551
14_00000000000000000222,Karnal,Haryana,01-07-2020,151.5222099
14_0000000000000000012d,North West,NCT of Delhi,01-07-2020,87.02148616
14_000000000000000001a9,South,NCT of Delhi,01-07-2020,118.1032411
14_000000000000000001af,South West,NCT of Delhi,01-07-2020,85.52380602
14_00000000000000000126,North,NCT of Delhi,01-07-2020,89.97291177
14_00000000000000000062,Central,NCT of Delhi,01-07-2020,70.63099546
14_000000000000000000a5,East,NCT of Delhi,01-07-2020,94.97455053
14_00000000000000000124,New Delhi,NCT of Delhi,01-07-2020,92.31328057
14_0000000000000000012a,North East,NCT of Delhi,01-07-2020,86.3628027
14_000000000000000001ee,West,NCT of Delhi,01-07-2020,64.24319264
14_00000000000000000005,Ajmer,Rajasthan,01-07-2020,144.5195092
14_00000000000000000031,Banswara,Rajasthan,01-07-2020,229.2490478
14_00000000000000000035,Baran,Rajasthan,01-07-2020,212.7743192
14_00000000000000000038,Barmer,Rajasthan,01-07-2020,75.84232031
14_0000000000000000004a,Bhilwara,Rajasthan,01-07-2020,175.4388897
14_00000000000000000054,Bikaner,Rajasthan,01-07-2020,28.1101449
14_0000000000000000005e,Bundi,Rajasthan,01-07-2020,164.5337882
14_00000000000000000079,Churu,Rajasthan,01-07-2020,42.28570573
14_00000000000000000095,Dhaulpur,Rajasthan,01-07-2020,126.7988849
14_000000000000000000a2,Dungarpur,Rajasthan,01-07-2020,216.1551501
14_000000000000000000f0,Jaisalmer,Rajasthan,01-07-2020,39.01086727
14_000000000000000000f6,Jalor,Rajasthan,01-07-2020,121.1259708
14_00000000000000000105,Jodhpur,Rajasthan,01-07-2020,88.71992925
14_00000000000000000112,Nagaur,Rajasthan,01-07-2020,102.1701548
14_00000000000000000149,Pratapgarh,Rajasthan,01-07-2020,240.1835164
14_0000000000000000019d,Sirohi,Rajasthan,01-07-2020,181.0912256
14_000000000000000001ce,Tonk,Rajasthan,01-07-2020,111.9759517
14_000000000000000001d1,Udaipur,Rajasthan,01-07-2020,248.7741217
14_000000000000000001ff,Karauli,Rajasthan,01-07-2020,129.8145895
14_00000000000000000200,Sawai Madhopur,Rajasthan,01-07-2020,124.856529
14_00000000000000000133,Pali,Rajasthan,01-07-2020,157.6754905
14_0000000000000000000c,Alwar,Rajasthan,01-07-2020,126.5374861
14_00000000000000000047,Bharatpur,Rajasthan,01-07-2020,107.2448577
14_00000000000000000076,Chittaurgarh,Rajasthan,01-07-2020,211.7126639
14_000000000000000000be,Ganganagar,Rajasthan,01-07-2020,59.02297397
14_000000000000000000d9,Hanumangarh,Rajasthan,01-07-2020,75.41650151
14_00000000000000000101,Jhalawar,Rajasthan,01-07-2020,210.0368451
14_0000000000000000015f,Rajsamand,Rajasthan,01-07-2020,205.5917375
14_000000000000000001fe,Dausa,Rajasthan,01-07-2020,113.0835681
14_00000000000000000243,Kota,Rajasthan,01-07-2020,177.7109856
14_000000000000000000ef,Jaipur,Rajasthan,01-07-2020,117.742012
14_00000000000000000104,Jhunjhunun,Rajasthan,01-07-2020,98.03296249
14_00000000000000000198,Sikar,Rajasthan,01-07-2020,119.6849018
14_0000000000000000001b,Auraiya,Uttar Pradesh,01-07-2020,204.505927
14_00000000000000000023,Bahraich,Uttar Pradesh,01-07-2020,215.085429
14_00000000000000000029,Balrampur,Uttar Pradesh,01-07-2020,220.9488794
14_0000000000000000002b,Banda,Uttar Pradesh,01-07-2020,228.5543966
14_00000000000000000032,Bara Banki,Uttar Pradesh,01-07-2020,243.7117941
14_0000000000000000005b,Budaun,Uttar Pradesh,01-07-2020,121.771942
14_00000000000000000068,Chandauli,Uttar Pradesh,01-07-2020,291.6852888
14_00000000000000000075,Chitrakoot,Uttar Pradesh,01-07-2020,246.3631082
14_000000000000000000af,Etah,Uttar Pradesh,01-07-2020,149.5029141
14_000000000000000000b7,Fatehpur,Uttar Pradesh,01-07-2020,236.1796201
14_000000000000000000d8,Hamirpur,Uttar Pradesh,01-07-2020,184.2085452
14_000000000000000000dc,Hardoi,Uttar Pradesh,01-07-2020,196.4873255
14_000000000000000000f3,Jalaun,Uttar Pradesh,01-07-2020,148.866867
14_00000000000000000102,Jhansi,Uttar Pradesh,01-07-2020,197.8800972
14_00000000000000000145,Pilibhit,Uttar Pradesh,01-07-2020,249.6795655
14_0000000000000000018b,Shahjahanpur,Uttar Pradesh,01-07-2020,225.7709903
14_00000000000000000193,Shrawasti,Uttar Pradesh,01-07-2020,243.3041993
14_00000000000000000196,Siddharth Nagar,Uttar Pradesh,01-07-2020,252.3357826
14_000000000000000001a0,Sitapur,Uttar Pradesh,01-07-2020,193.3549201
14_000000000000000001a6,Sonbhadra,Uttar Pradesh,01-07-2020,282.3075599
14_000000000000000001da,Unnao,Uttar Pradesh,01-07-2020,226.1476467
14_00000000000000000217,Kannauj,Uttar Pradesh,01-07-2020,155.8899504
14_0000000000000000021a,Kanpur Dehat,Uttar Pradesh,01-07-2020,187.4766104
14_0000000000000000021c,Kansiram Nagar,Uttar Pradesh,01-07-2020,130.5280065
14_0000000000000000022e,Kheri,Uttar Pradesh,01-07-2020,220.5245616
14_00000000000000000252,Lalitpur,Uttar Pradesh,01-07-2020,202.6036596
14_00000000000000000262,Maharajganj,Uttar Pradesh,01-07-2020,265.0379461
14_00000000000000000268,Mahoba,Uttar Pradesh,01-07-2020,188.2959055
14_00000000000000000269,Mainpuri,Uttar Pradesh,01-07-2020,191.4184261
14_0000000000000000027a,Mirzapur,Uttar Pradesh,01-07-2020,294.5556273
14_00000000000000000001,Agra,Uttar Pradesh,01-07-2020,142.7413034
14_00000000000000000008,Aligarh,Uttar Pradesh,01-07-2020,142.9857838
14_0000000000000000000a,Allahabad,Uttar Pradesh,01-07-2020,275.3082576
14_0000000000000000000e,Ambedkar Nagar,Uttar Pradesh,01-07-2020,277.3945835
14_0000000000000000001e,Azamgarh,Uttar Pradesh,01-07-2020,267.7680483
14_00000000000000000028,Ballia,Uttar Pradesh,01-07-2020,289.0571483
14_00000000000000000037,Bareilly,Uttar Pradesh,01-07-2020,192.0332047
14_0000000000000000003d,Basti,Uttar Pradesh,01-07-2020,245.1829802
14_00000000000000000053,Bijnor,Uttar Pradesh,01-07-2020,201.2692968
14_0000000000000000005c,Bulandshahr,Uttar Pradesh,01-07-2020,140.2879538
14_0000000000000000008d,Deoria,Uttar Pradesh,01-07-2020,263.3788674
14_000000000000000000b0,Etawah,Uttar Pradesh,01-07-2020,223.3096039
14_000000000000000000b1,Faizabad,Uttar Pradesh,01-07-2020,226.8219082
14_000000000000000000b4,Farrukhabad,Uttar Pradesh,01-07-2020,125.0185905
14_000000000000000000b8,Firozabad,Uttar Pradesh,01-07-2020,172.1333222
14_000000000000000000cb,Gonda,Uttar Pradesh,01-07-2020,197.0008596
14_000000000000000000ce,Gorakhpur,Uttar Pradesh,01-07-2020,252.9913378
14_000000000000000000df,Mahamaya Nagar,Uttar Pradesh,01-07-2020,127.6910692
14_000000000000000000fe,Jaunpur,Uttar Pradesh,01-07-2020,263.9724197
14_0000000000000000014a,Pratapgarh,Uttar Pradesh,01-07-2020,261.3470332
14_00000000000000000155,Rae Bareli,Uttar Pradesh,01-07-2020,262.0278785
14_00000000000000000164,Rampur,Uttar Pradesh,01-07-2020,216.1405383
14_00000000000000000174,Saharanpur,Uttar Pradesh,01-07-2020,176.7201201
14_0000000000000000017f,Sant Kabir Nagar,Uttar Pradesh,01-07-2020,273.4667938
14_000000000000000001b2,Sultanpur,Uttar Pradesh,01-07-2020,248.5557083
14_0000000000000000020c,Jyotiba Phule Nagar,Uttar Pradesh,01-07-2020,152.6999876
14_0000000000000000021b,Kanpur Nagar,Uttar Pradesh,01-07-2020,190.5213063
14_00000000000000000228,Kaushambi,Uttar Pradesh,01-07-2020,276.6083961
14_0000000000000000024e,Kushinagar,Uttar Pradesh,01-07-2020,243.6573653
14_00000000000000000274,Mathura,Uttar Pradesh,01-07-2020,158.0986625
14_0000000000000000027e,Moradabad,Uttar Pradesh,01-07-2020,168.3461119
14_00000000000000000022,Baghpat,Uttar Pradesh,01-07-2020,164.7087373
14_000000000000000000c6,Ghazipur,Uttar Pradesh,01-07-2020,271.0981771
14_0000000000000000010c,Muzaffarnagar,Uttar Pradesh,01-07-2020,189.3978602
14_0000000000000000025c,Lucknow,Uttar Pradesh,01-07-2020,234.945581
14_00000000000000000275,Mau,Uttar Pradesh,01-07-2020,305.8601001
14_000000000000000000c3,Gautam Buddha Nagar,Uttar Pradesh,01-07-2020,117.520793
14_00000000000000000180,Sant Ravi Das Nagar(bhadohi),Uttar Pradesh,01-07-2020,265.899441
14_00000000000000000278,Meerut,Uttar Pradesh,01-07-2020,173.0660977
14_000000000000000001e3,Varanasi,Uttar Pradesh,01-07-2020,281.4181574
14_000000000000000000c5,Ghaziabad,Uttar Pradesh,01-07-2020,140.359339
14_00000000000000000018,Araria,Bihar,01-07-2020,205.9689358
14_0000000000000000001c,Aurangabad,Bihar,01-07-2020,298.9772242
14_0000000000000000002f,Banka,Bihar,01-07-2020,247.9395885
14_00000000000000000040,Begusarai,Bihar,01-07-2020,274.4985882
14_00000000000000000045,Bhagalpur,Bihar,01-07-2020,248.0383694
14_0000000000000000004d,Bhojpur,Bihar,01-07-2020,288.1711226
14_00000000000000000060,Buxar,Bihar,01-07-2020,314.3256385
14_00000000000000000084,Darbhanga,Bihar,01-07-2020,243.3506909
14_000000000000000000c4,Gaya,Bihar,01-07-2020,266.0434506
14_000000000000000000cd,Gopalganj,Bihar,01-07-2020,238.0098409
14_000000000000000000fb,Jamui,Bihar,01-07-2020,265.3306975
14_0000000000000000010a,Munger,Bihar,01-07-2020,269.1550613
14_0000000000000000010d,Muzaffarpur,Bihar,01-07-2020,239.3447802
14_00000000000000000115,Nalanda,Bihar,01-07-2020,289.8961588
14_00000000000000000120,Nawada,Bihar,01-07-2020,282.0140396
14_0000000000000000013b,Pashchim Champaran,Bihar,01-07-2020,240.5368411
14_00000000000000000141,Patna,Bihar,01-07-2020,264.3168718
14_0000000000000000014f,Purba Champaran,Bihar,01-07-2020,250.7383445
14_00000000000000000153,Purnia,Bihar,01-07-2020,222.8417132
14_0000000000000000016f,Rohtas,Bihar,01-07-2020,303.7493078
14_00000000000000000175,Saharsa,Bihar,01-07-2020,257.5917634
14_0000000000000000017a,Samastipur,Bihar,01-07-2020,288.5256718
14_00000000000000000182,Saran (chhapra),Bihar,01-07-2020,247.2899214
14_0000000000000000018d,Sheikhpura,Bihar,01-07-2020,283.0062379
14_0000000000000000018e,Sheohar,Bihar,01-07-2020,274.7324417
14_0000000000000000019f,Sitamarhi,Bihar,01-07-2020,243.8391027
14_000000000000000001a2,Siwan,Bihar,01-07-2020,268.5704249
14_000000000000000001b4,Supaul,Bihar,01-07-2020,221.95264
